Cell	UMAP_1	UMAP_2	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Cluster	Sample	Patient	Source	Stage
P4_Tumor_999	-4.8590963282596	-6.87573456244182	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1000	-2.41057042265047	-7.2683551259489	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1002	-3.48999861860384	-7.70916103796672	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1004	-2.34880332136262	-7.47900700049113	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1005	-1.81347540998567	-8.16993832068156	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1006	-1.7735455431949	-4.33481049017619	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1007	-1.85571602964509	-3.45026993231486	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1010	-2.76937846326936	-7.85140299277019	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1011	-1.62506775045503	-6.75483679251384	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1012	-4.29525736951936	-5.964967007205	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1013	-3.19077853345979	-7.56507658438396	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1014	-2.18249515676607	-5.15603422598552	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1016	-0.771239081860671	-8.11947082953166	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1017	-2.21941284322847	-8.0072524495573	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1018	-2.34837845945467	-6.48483347372722	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1019	-1.92303780698884	-8.57435678915691	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1020	-1.1651139655124	-7.63225149588298	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1022	-1.68074349546541	-3.3677031941862	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1023	-4.0600240626346	-6.43444323019694	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1024	-1.6967792906772	-7.75257849173259	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1025	-1.9995398917209	-8.3281466908903	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1026	-1.258314172269	-8.22342848257732	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1027	-1.84595874929536	-7.58966135458659	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1029	-5.18562010908235	-6.80958246664714	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1030	-2.86668423795808	-7.28762077765178	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1031	-2.18249086523164	-7.78889440970134	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1032	-2.32454542303194	-4.94714617209148	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1033	-2.84940342092622	-6.27814554648112	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1034	-3.54788617277254	-7.26320003943156	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1036	-1.38064698362459	-7.20670055823039	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1037	-2.24303630972017	-8.05279707388591	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1038	-2.03935889387239	-8.23402857260417	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1039	-0.857018748761306	-7.20175671057414	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1040	-2.20720533514131	-6.82970022635173	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1041	-1.82063082838167	-8.4774968572111	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1043	-4.35469750547517	-7.52985214667033	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1045	-2.31917766714204	-7.88528274969768	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1047	-4.28312043333162	-6.35260319189738	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1049	-0.715998569966445	-6.91907715277385	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1050	-1.05665568494905	-8.71725153402995	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1051	-2.64899233961214	-7.73623537497234	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1052	-4.87511614942659	-6.30430817084026	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1053	-3.68621520185579	-6.86510729269694	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1054	-2.10100559377779	-8.10482429938029	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1056	-3.281756202222	-4.8482940144987	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1057	-2.40360883855928	-5.45996355490398	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1058	-2.7062209048282	-6.79467367605876	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1059	-4.17383031034578	-7.21758770422649	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1060	-2.04767135763277	-7.08329939322185	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1061	-1.85334090376009	-3.63515066580485	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1062	-1.8785694041263	-8.16171621756267	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1063	-4.53901175642122	-7.36515593008708	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1064	-0.885424653531203	-8.03734659628581	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1065	-2.02538255834688	-7.13143515066814	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1066	-3.09713415289033	-4.90983223395061	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1067	-2.41337017202486	-5.58940529303264	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1068	-5.50943259382356	-6.05139612631511	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1069	-3.75817469740022	-5.27118372397136	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1070	-1.97368530416597	-7.15573191122722	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1071	-0.933597246647964	-7.72846006827068	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1076	-3.21347908163179	-7.34136127905559	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1078	-2.30056432867158	-5.13137649969768	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1080	-1.87862972402681	-7.10709881262492	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1082	-0.558036724568496	-8.23063826040935	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1083	-1.02422193670381	-8.76198744253825	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1085	-0.651558081151137	-7.08514046148967	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1086	-5.64925603056062	-6.6562306828947	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1087	-0.609155575276504	-7.50394176916789	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1088	-0.973292509556899	-7.70353149847697	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1090	-0.426073233128677	-7.71084713415813	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1091	-2.125506202222	-7.33825087027263	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1092	-2.75625113630403	-5.73703455404948	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1093	-3.37043790006746	-6.09005617575359	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1095	-3.45729188108552	-7.59384512381267	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1096	-3.24615744733919	-5.26606344656657	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1098	-6.16931132459749	-6.68142628149699	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1099	-5.52384070539583	-6.55751108603191	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1100	-5.0083449282657	-7.17944263891887	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1101	-0.992489854336867	-6.61930012182903	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1105	-1.15486041689027	-7.81671642737102	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1106	-0.556624094487319	-7.75984644369792	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1107	-4.55876664304841	-7.11819481329631	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1108	-4.26486329221834	-6.07089542822551	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1109	-3.70757273817171	-6.48700117544841	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1110	-2.7565355696689	-5.20412039236736	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1112	-2.01962069654573	-7.07727217154216	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1113	-0.691808620930801	-7.7433078237028	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1114	-1.71643809461702	-3.39528607802104	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1116	-1.37630156660188	-8.58204721884441	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1118	-3.627628127576	-6.69560646490764	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1119	-4.78120497846712	-6.19284986929607	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1120	-3.97623376035799	-7.59915613608073	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1121	-3.22830824041475	-6.20738815741252	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1122	-5.26051501417268	-7.19839786963176	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1126	-1.63705710554231	-8.20647882895183	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1128	-1.07265714788545	-6.44769501166057	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1129	-2.73320130491365	-5.15890287832927	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1130	-0.568782130719314	-7.47461962179851	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1132	-1.52958754682649	-8.58338236288737	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1133	-4.99648551130403	-7.2909438558073	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1134	-4.90593794965852	-6.95654844717693	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1137	-1.77289132261384	-3.55559753851604	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1138	-1.25983695173372	-7.00572847799968	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1139	-1.8407104411136	-6.57145428137492	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1141	-3.98905305051912	-7.78986525015544	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1142	-0.538327137471328	-7.71445202307414	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1143	-4.93818167829622	-6.90397953467082	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1144	-0.957321921826491	-8.55065798239421	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1145	-4.95838812971223	-6.96653294043254	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1146	-2.12347296857942	-5.16105961279582	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1147	-1.68729666853059	-5.70513081030559	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1148	-2.06527523183931	-3.67921256499004	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1149	-3.98529271268953	-6.67242979483318	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1150	-2.05469063902009	-8.08569931463908	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1151	-4.77849940443147	-6.49688887076091	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1152	-0.651351253033767	-8.06541990713786	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1153	-2.53709582471956	-5.10202240423869	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1154	-3.79439238691438	-5.53091644720744	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1157	-0.57793573522676	-7.73031305746745	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1158	-4.00697783613313	-7.44638943152141	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1159	-0.757975975514541	-7.11019968466472	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1160	-1.81686762952913	-3.43343495802592	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1161	-3.12806157255281	-5.54973768667888	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1162	-1.33850757265199	-7.02306723074626	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1163	-2.31813506269563	-5.49972128348064	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1164	-3.68474272871126	-8.01257299856853	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1165	-0.385718862057815	-8.18898558096599	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1167	-4.51510123396028	-7.13671230749797	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1168	-0.707238475323806	-6.89591097311687	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1169	-3.46798972272981	-7.55263924078654	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1170	-0.859056631566177	-6.96379589514445	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1171	-1.39592532301057	-5.29170631842326	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1172	-0.614754597188125	-7.72751688437175	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1174	-1.01206270837892	-8.68605970816325	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1175	-4.82678536558259	-7.19929718451213	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1176	-4.63776759290803	-6.69715189413737	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1177	-1.72243217611421	-3.37012147383403	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1178	-1.69499377393831	-6.92273306326579	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1180	-0.987450520039687	-7.50796579794597	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1182	-4.49639014387239	-6.29280542807292	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1183	-5.49019078397859	-6.19899582342815	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1185	-3.89752129697908	-7.24677967505168	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1186	-2.32998637342561	-8.12950920538615	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1187	-1.69097522878755	-8.53670763449382	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1188	-0.639273563862929	-7.40229677633952	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1189	-3.50501279020418	-6.8898355908842	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1190	-1.81868890905489	-3.54487561659526	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1193	-0.967910090924392	-8.29805540518474	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1195	-0.798442760945449	-8.72494673208903	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1196	-1.66343573713411	-5.86355375723552	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1197	-0.631315628529677	-7.19794439749431	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1198	-4.83458594465364	-6.10178255514812	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1199	-3.16061071539033	-7.3946397252531	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1202	-4.35126427793611	-8.00883984045695	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1204	-1.54698828840364	-6.50127624945354	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1205	-1.97291616582979	-7.18958877997111	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1208	-3.98319129133333	-7.31008362250041	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1210	-0.697265545369277	-6.90347265677165	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1211	-1.92187003278841	-4.80618071036052	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1214	-1.95926503324617	-8.11550735907268	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1216	-3.90327290678133	-6.91367935614299	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1217	-2.14089373731721	-5.40654491858195	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1219	-2.1297135748874	-8.45596765951823	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1220	-2.6592352786075	-6.42925142721843	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1223	-2.89202574873079	-5.30926107840251	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1224	-5.11214427137483	-6.67413782553386	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1227	-0.868610183240066	-7.55333923773479	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1228	-4.78762749815095	-7.05443834738444	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1230	-3.68498782301057	-7.72841000036906	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1234	-1.27865842962373	-6.30129503683757	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1237	-5.31017188215364	-7.2119061894865	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1239	-4.78395442152132	-6.81077551321696	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1240	-3.21789602422822	-8.89054083304118	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1241	-0.550166288853774	-7.88238501028728	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1242	-0.747764030934463	-8.09262966589641	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1243	-3.34000972890962	-5.60982107596111	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1245	-1.86441711568941	-6.88627933935832	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1247	-5.45794228696931	-5.47416710333537	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1248	-4.08484725141633	-5.88636612372111	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1251	-1.91103128576387	-7.15611385779094	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1252	-2.61203650617708	-5.42573999838542	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1253	-2.20762137556184	-7.84023355917644	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1254	-2.31345538282503	-7.32028221564006	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1255	-1.36009709024538	-6.77588295416545	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1256	-4.88452891492952	-6.62500738577556	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1257	-2.31870416784395	-7.9413959928007	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1259	-1.77957824850191	-8.36754297690105	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1261	-1.70376710081209	-3.41991066412639	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1262	-0.853510300160537	-7.51774143652629	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_1265	-0.601463834286819	-7.79525398688029	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
