Cell	UMAP_1	UMAP_2	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Cluster	Sample	Patient	Source	Stage
P4_Tumor_693	-1.79159335279573	-7.27594446615886	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_694	-1.90839890623201	-5.18574737982463	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_695	-2.0337355532657	-4.25649046377849	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_698	-0.559335390568862	-7.56209301428508	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_700	-2.7629721560489	-5.21310495810222	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_702	-5.23412923002351	-6.64997553305339	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_703	-1.24388162279237	-6.85144113974284	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_704	-2.59826139593233	-6.63356613592815	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_705	-5.14547566557039	-7.2833321042509	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_708	-3.26262168073762	-5.27531361059856	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_709	-2.30192689085115	-7.74829124884319	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_710	-0.621351758481155	-7.71575474219035	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_711	-1.62512520933259	-8.2941472478361	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_713	-3.71344546461214	-7.07031988577556	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_715	-4.6364982523929	-7.1520311780424	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_716	-0.416784087659011	-7.83567547278117	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_717	-1.76514677190889	-7.74712109045695	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_718	-1.96325902128328	-6.9848701901884	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_721	-4.91967133665193	-7.87973284201335	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_722	-3.37577895307649	-7.26861357168864	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_724	-0.576135674954543	-7.20188927130412	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_725	-4.45280341291536	-7.38129829840373	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_726	-2.2787614264499	-4.74826120810222	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_728	-4.45621136808504	-7.81053709463786	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_730	-2.03734902525056	-7.46985601858806	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_733	-4.25211695814241	-7.24933123068523	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_734	-0.64080993318666	-8.42206835226726	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_735	-4.03190831327547	-5.959680313632	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_736	-1.5802967944156	-5.43238949255656	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_738	-1.86910227918733	-4.80967831091594	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_739	-3.4485624232303	-7.0167453237028	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_740	-1.56427601957429	-8.39878725485515	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_742	-2.1343214907657	-7.07549404577922	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_743	-1.81123284483064	-4.07923435644817	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_744	-3.42074994230379	-5.41879629568767	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_745	-0.832485119343886	-8.18768858389567	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_746	-5.2482278742801	-6.43430160956096	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_747	-3.05928329610933	-6.37170957998943	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_749	-0.436309377194533	-7.34362434820842	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_752	-0.455613652707229	-8.3911464162321	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_754	-0.547087947369704	-7.18221926169109	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_756	-2.42859152937044	-5.28779005484294	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_759	-1.12964717531312	-6.81871485190105	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_761	-1.78966621542085	-7.42344641165446	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_762	-3.86466101789583	-7.5673201032133	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_764	-3.17273811483491	-7.50873112158488	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_765	-3.23621992254365	-7.60628723578166	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_766	-1.81273440504182	-8.12410473303508	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_767	-0.802934209347854	-6.84035849051189	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_768	-2.64815668249239	-6.97478317694377	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_772	-0.560547033787856	-7.44563507513713	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_775	-4.7067034640323	-6.02504085974406	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_778	-3.72880295896638	-5.95401071982097	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_779	-3.61951760435213	-6.70615076498698	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_780	-1.86011699819673	-4.9178650327177	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_781	-0.538750092030654	-7.21325754599284	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_783	-3.23538569593538	-7.49636387304973	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_785	-3.62222222471345	-7.69748043493938	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_786	-4.0307944216739	-6.3721239514799	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_788	-4.84993437910188	-6.4323627896757	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_789	-2.54051689291109	-4.25119184927653	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_790	-0.921088258267531	-7.77368521170329	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_791	-1.89279941701997	-4.88658499197673	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_792	-0.581041971684585	-7.84420418219279	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_793	-5.05094794416536	-6.9690124936552	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_794	-0.554687062741408	-7.3484537549467	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_795	-2.90928415441621	-6.01888298468303	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_796	-3.01504758977998	-7.37414860205363	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_797	-2.03242115163911	-7.9452874608488	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_799	-1.92917994642366	-6.66111063437175	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_800	-2.26614073896516	-6.93342184500407	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_801	-3.23552517080415	-6.7955129094572	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_803	-0.626089493275771	-7.6703121610136	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_806	-4.94608048582185	-6.99515890555095	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_807	-2.57375554227937	-5.12442469076823	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_809	-1.99189333105196	-7.11997484640788	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_810	-1.15951601648439	-7.37818598227214	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_811	-4.02686051511873	-7.19303345160197	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_815	-2.9775889315616	-5.74904655890178	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_816	-1.55086712026704	-6.65712999777507	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_817	-1.89797071600069	-6.80231213049602	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_818	-2.53990248823274	-7.71308874563884	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_820	-4.9788153567325	-7.64791559652995	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_823	-0.694053331853042	-8.79087614493083	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_826	-5.04385546827424	-7.09926342444133	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_828	-1.54638818884004	-5.53681826071452	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_829	-1.06851653242219	-8.17542528586101	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_830	-0.738208214284072	-8.11496233420085	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_832	-1.85712746763338	-7.79772209601115	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_833	-2.03744987630952	-8.45403456167888	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_834	-5.16236142301668	-6.62527870611858	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_836	-3.90036324644197	-7.14882301764201	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_837	-3.09356526517976	-6.69225954489421	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_838	-0.769669810773025	-7.27180265860271	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_840	-1.76756600523103	-4.59180473761272	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_841	-4.80075053358186	-6.44851612524699	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_842	-1.80745915556062	-3.49209260420512	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_843	-1.82453827047456	-4.82777857260417	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_845	-1.58739165449251	-6.46569752173137	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_846	-3.32684520864595	-6.60748028235149	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_848	-1.85066012525667	-6.36916946844768	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_849	-1.70675281667818	-4.18964504675578	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_850	-5.17087964201082	-7.3397023625822	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_851	-2.01418046140779	-8.23910974936198	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_852	-0.918115417004714	-7.29212927298259	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_854	-3.59978274488557	-5.39328741507243	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_855	-2.34363226080049	-8.03910088019084	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_857	-1.43463734769929	-5.94250559286784	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_858	-1.62815789365877	-4.85580658392619	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_860	-4.08544282102693	-6.81592010931682	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_861	-1.76863721990694	-3.49598574118327	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_862	-2.20571235799898	-7.10144113974284	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_863	-5.18914012098421	-6.63215994314861	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_864	-4.93166236066926	-5.44286369757365	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_865	-1.79838613653291	-3.71582364515971	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_866	-0.85709718847383	-7.92279600577068	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_867	-1.8140454688083	-5.34409450964641	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_869	-2.06094721937288	-3.97857450918864	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_870	-3.52587489271272	-6.96210503058147	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_871	-1.32015101099123	-6.84651255087566	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_873	-0.814771572590957	-7.57015346960735	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_874	-4.77300624036897	-6.44264769034099	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_875	-2.50755385542024	-5.95755934195232	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_876	-4.64162139082063	-5.96445154623698	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_879	-4.75119904661287	-6.25115608648967	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_880	-5.06823090696443	-6.28202938513469	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_882	-3.58372286939729	-5.32736610846233	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_885	-1.93782333517183	-7.01599144415569	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_887	-1.43547324323762	-7.01023077444743	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_888	-0.574513713360915	-7.37890696005534	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_890	-2.59186653280366	-5.26873897986125	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_891	-3.76054648542512	-7.7275927014799	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_893	-5.08061436796297	-6.54499315695476	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_894	-1.546000758649	-7.32497429327678	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_897	-2.95822624349702	-6.79235004858684	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_899	-2.01181582594026	-5.83558058218669	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_900	-2.27504519605745	-5.09239744620036	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_901	-3.88731698179353	-7.32588839010905	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_903	-0.703093806744704	-7.81784319357585	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_904	-1.92111639165987	-3.6708745904417	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_906	-1.16098217153657	-6.12519335226726	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_908	-4.44963912153352	-6.27441763357829	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_911	-0.913955728055129	-6.88273882345866	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_913	-2.06427578115572	-7.55585884527873	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_914	-2.22168115759004	-5.59559463934611	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_915	-1.19599382066835	-6.76888203100871	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_916	-2.26422647619356	-7.38554214911174	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_917	-3.29400900983919	-6.04173635916423	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_920	-1.83353070402254	-4.8545048184843	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_921	-1.81134204053987	-3.52589559035014	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_922	-2.12484816694368	-7.02765917257976	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_923	-1.80138162756074	-6.81838869528484	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_924	-3.5046828188907	-7.03597568945598	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_925	-3.95755175733675	-7.31171202139568	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_926	-4.89577464246858	-6.89160322622966	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_927	-4.04805497312654	-5.9399015851469	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_930	-1.75894812727083	-4.87659859137248	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_931	-2.14813665533174	-6.76549410299968	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_932	-2.35106686735261	-5.02155994848918	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_934	-1.76931814336885	-7.07777237372111	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_935	-0.997674027920852	-6.65807270483684	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_936	-4.56999949598421	-6.20778011755656	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_937	-1.52736357832063	-6.31219744162273	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_938	-4.49310187482942	-7.50254797415446	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_940	-1.16150311613191	-6.07838510946941	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_942	-0.594229022503982	-7.73412012533855	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_943	-1.58835415029634	-4.90090918020915	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_944	-4.0230687060367	-6.78426765875529	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_945	-0.498519221783767	-7.63153337912273	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_946	-0.781132022381911	-7.33371805624675	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_947	-2.08645991468538	-4.2083489842863	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_948	-2.69427661085237	-7.87414240317058	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_949	-0.414090434552322	-7.49505781607341	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_950	-4.17501668119539	-6.98843931631755	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_951	-0.754461089612136	-7.57686924414348	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_952	-1.02361516142	-6.88748192267131	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_953	-0.72844854974855	-7.61924576239299	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_954	-2.80185369634737	-6.33089661078166	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_955	-1.78771189832796	-5.35702681021403	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_958	-1.16283933305849	-7.30124639944743	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_960	-1.78459314489473	-3.43328523115825	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_961	-1.04442946100343	-8.27418493704509	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_962	-0.74123398447145	-7.05548214392375	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_963	-0.586150804997573	-7.22102045492839	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_966	-3.46505049848665	-6.81221317724895	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_968	-3.3586912550937	-8.96234774069499	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_969	-2.37233618879426	-7.01344179587077	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_970	-3.15890792989839	-6.66325020270061	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_975	-4.67760304594148	-7.91817879156779	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_976	-5.37406520032991	-6.48942303137492	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_978	-1.93561820173372	-7.06316542105388	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_979	-2.76135591650117	-7.57500338034343	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_980	-2.83598021650423	-7.15160154776286	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_981	-0.602490107060561	-8.04473280386638	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_982	-3.33403019094575	-5.31471323446941	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_983	-3.68882493162263	-7.72152018027019	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_985	-1.99352482938875	-7.80274843649577	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_987	-2.39852480077852	-7.89589428381633	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_988	-3.5372755923282	-6.79460691885661	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_989	-3.90784529829134	-5.9779236264677	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_990	-4.43005589628328	-7.57096504645061	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_992	-4.5985811152469	-7.40175651983928	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_993	-3.03310398244966	-5.0008614011259	Malignant cells	Malignant	Malignant	7	P4_Tumor	P4	Tumor	Primary
P4_Tumor_994	-0.907935062886367	-6.97252106146526	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_995	-1.63715485715974	-7.81614088492107	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
P4_Tumor_996	-4.06791476392854	-6.96774076895427	Malignant cells	Malignant	Malignant	0	P4_Tumor	P4	Tumor	Primary
P4_Tumor_998	-0.389493028164992	-8.29350447134685	Malignant cells	Malignant	Malignant	3	P4_Tumor	P4	Tumor	Primary
